Row,Ansan,Anseong,Anyang,Bucheon,Dongducheon,Gimpo,Goyang,Gunpo,Guri,Gwacheon,Gwangju,Gwangmyeong,Hanam,Hwaseong,Icheon,Incheon,Namyangju,Osan,Paju,Pocheon,Pyeongtaek,Seongnam,Seoul,Siheung,Suwon,Uijeongbu,Uiwang,Yangju,Yeoju,Yongin
Gwangju,0.00106808612637321,0.000231932850587757,0.00289747957872688,0.00386201231034766,0.000176884385032938,4.32771287206535e-06,0.00486749024140698,0.00119531351984303,0.000104340519541779,2.33179596853539e-05,NaN,0.00421123374796162,1.84036004728938e-05,0.00147939750222603,0.00262388625517085,0.0196578312011564,0.00441991620688009,0.000314294311278829,0.0135174084148204,0.00012114295588983,0.0129601206208263,0.0028244292915991,6.48321256679907e-07,0.0254564369867682,0.000530692960346357,0.00322449280292414,0.00191970865873881,0.000498872780709814,1.56689792105702e-05,0.000524205039901027
Gwangmyeong,0.0103992845267777,0.0134201061070134,2.88329453259628e-05,0.000513571053187611,0.000613458051806237,0.00241356290754835,0.00193414275290071,0.00725907318320695,0.00708281664976429,0.000704843668575039,0.000239805017810513,NaN,0.0348055180821516,0.000849091062566698,0.00269881360501278,0.00910856175280372,0.000151658643006147,0.00019454772848726,0.000308359970728311,0.00229194128734722,0.000209232948869875,0.00350216172267603,0.00178931690853323,0.000414319413261754,0.0124119740061552,0.000485961146011515,0.00105511232820721,3.55190745788825e-05,0.00168334038730933,0.00836040535743621
Hanam,3.2073140630029e-06,0.0234453237391716,0.000567680954643324,0.00768130144148316,0.000475610404706783,0.00242120859575756,0.000825945617115131,0.000560584124575492,6.2025153823253e-05,0.0149499621089606,0.0556443853544368,0.0257363722928026,NaN,0.00798396830232617,0.00209032917962504,0.0031754936464683,0.000730767921928832,0.0021391426276629,0.00371707690027034,0.00256010059702172,0.000697209198799342,0.00118963580059295,0.00180474231919092,0.00466803207321465,0.0108367934715576,0.00387045843636979,0.00271784353032256,0.00114679210983448,0.00284693569539796,0.00575208007649919
Hwaseong,0.0147714592454173,0.00302625422613145,0.0190342796272289,0.0133445804751151,0.00391898637897237,0.000176472097644265,0.0137725033856944,7.2731440326379e-05,0.00208256954102826,0.00226228766205683,0.00462566424772559,0.0042927533253545,0.00645562383857357,NaN,0.000721029348391689,0.000322586512950807,0.0163213552150356,0.0361914896846991,2.9597592391184e-05,0.00127410469411116,0.0159545222158419,0.00309010590996284,0.00203743833135439,0.0022595380217818,0.138473102522559,0.0102341190158439,0.000258193101617898,0.00625514353269185,0.0453486441634192,0.000176578947560291
Icheon,0.00250734542244402,0.0161097686519511,0.00479607353472788,0.000452759484647736,0.00528146382386119,0.00117962966281748,0.00076038522352162,0.00334602258409689,0.000570130818475789,3.79481551693317e-06,7.90445140541607e-06,0.000107984475620881,0.00656107460360866,0.00273003263083327,NaN,0.0151119363109484,0.000737648541189628,0.00636801517154284,0.00229280042340019,0.0143290824240845,0.00026851817168394,0.00148008876103356,3.53912877724127e-05,0.00293834746566368,3.59409241807995e-05,0.000104612922307012,0.00170525672857158,0.000649211450979514,0.00341556073024929,9.23100200722615e-08
Incheon,0.00695091036262552,0.0216983543842417,0.00508992454202506,0.000324361114855787,0.000181537793466191,0.0197742747580398,0.00558747160696038,0.00249023851925534,0.000687538733322057,7.14338419349758e-06,2.18531154225765e-05,0.00118612322115697,0.0103412925895694,0.000673915863820262,3.12329832219405e-07,NaN,0.000285962361850078,0.0257072871323833,5.35576484756994e-05,0.00423195645976771,9.91773381984196e-05,0.00612474046755906,0.00459906317538028,0.0350676162765726,0.0349902108043736,9.81041408421035e-05,0.00292841352132456,0.0104884650569588,1.13622431494598e-05,0.00178010400098394
Namyangju,0.00328567800299062,1.50853378197979e-05,0.00295487936250849,0.00253771532879021,0.0122357257788632,0.0066852730554352,0.00828772241375564,0.00110207500602222,0.0135379082557954,0.000446502757873279,0.0110559177862499,0.00821101450701223,2.32248916662847e-05,0.00293036340721731,0.00872340218169221,0.010003897993287,NaN,0.0347311642380008,0.0111460100136238,0.00259768638054814,5.75955363437686e-05,0.000629458957974727,0.00823788243622214,7.65950721071107e-06,0.000236042515910029,1.82109606297054e-05,0.000916789418944131,0.0166850875105777,0.000489101484705046,0.0173160807589072
Osan,0.00686844641834994,0.00642131206741436,0.00418519206822765,0.00566137559763358,0.00582710764714256,5.0426272732329e-05,1.76403157186034e-05,0.0516832627775776,0.00482147856458548,0.00518945197469134,0.00132688373798451,0.0384315415181031,0.005050340665673,0.0185200392707121,0.00897584194561696,0.0134960729120497,0.00175245832111748,NaN,0.000837224153096061,0.000872598935522939,0.0475856278261093,8.13595634530095e-06,0.00338145776299581,0.00396081053127517,0.0210216763672861,0.00562267095500024,0.00533182156990475,8.96745242529029e-06,0.00107691467220117,0.0106023431681317
Paju,0.00174353818888973,1.57818162982437e-08,0.00375237138141538,0.000121286831640699,0.000217481773951977,0.1534296098515,0.00135456269633716,0.000953373464598783,0.00765493895271252,1.25623279898512e-05,0.00354939059703741,0.000166298457373593,0.000146039435643175,0.00196218079320465,0.00262364140484284,0.000225372844570249,0.00204827690115872,0.000266059144045094,NaN,0.00178439834649247,0.0096405771207797,8.99059380450318e-05,0.00202888302929027,0.00182043846368174,9.65722389261181e-05,0.00993378027893899,0.00166527001471106,0.00185539867256646,0.000939540467491007,0.000246025002369699
Pocheon,0.0370476853174844,0.00470613203080505,0.00128647835511675,0.000504498427894351,0.000985191720103806,0.00214111392740168,0.00608529080982256,0.00292810189249959,0.013224012692715,0.00513464928574558,0.0106306321843443,0.00312198020157073,0.0049150496426118,0.0395468246671915,0.012735161085383,5.92576050024718e-05,0.000995154620098582,5.59519573299916e-05,0.000924486810653047,NaN,0.0319299522899281,1.09605075460095e-05,0.00215596769351079,0.00990517812951586,0.00407352008463535,0.0077406034728269,0.0047840447573817,0.00131458484203462,0.00302401277280984,0.00349629231947013
Pyeongtaek,0.0124395157354518,0.00347061978788687,0.0167895945781424,0.00438257999155001,0.00219121620750684,0.000735695074443043,0.0053762720073518,9.17668190458798e-05,1.24683634181721e-05,0.0148027973738163,0.0135784513044537,0.000838158316067705,5.23658646223168e-07,0.00544646450320796,0.0060775056501523,3.03882326528893e-05,0.00153826410058677,0.00347724867290111,0.000468899547399371,0.000107218028272182,NaN,0.00345898448868986,0.00298279748453689,0.00268752583160659,0.00354866745440585,0.000672799173719874,0.00720679325397189,0.00844623661558952,0.00349988697017434,0.000107734795785852
Seongnam,0.00154877581142943,0.000325993185999351,3.81047947173307e-06,0.00310251269618655,0.00272840264659768,0.000500512021627486,0.000586473908008811,0.00145100371480078,0.00304690210608194,0.00501962247010068,8.78625583886627e-05,0.0138904293141935,0.0203372283722887,0.00204722612160158,0.00133292052093958,0.0115260518446418,0.00961291230993644,0.000102133971770169,0.0155343496827385,0.00484156208611508,0.00604666419774302,NaN,0.0505045454813717,0.00153769357868927,0.0195142976470331,0.0115436294420586,8.23543575281249e-05,0.00246350162472564,0.000620982316323904,0.0381602132209169
Seoul,0.0135958756546084,0.00197197223556245,0.00417685435524051,0.000330943855991972,0.00227404498459816,0.000438626444243084,0.00403365606989459,0.00340488913074433,0.000133080865170498,5.6718198570227e-05,0.00283663537310286,0.0367595852397113,0.00278074242009652,9.94100875995052e-05,0.0089583806255682,0.00541076803227503,0.0108375675495682,0.000765654499463864,0.0031291428327056,1.87687104968859e-06,0.00735379639692857,0.00368037476038019,NaN,0.00186913658884791,0.0208054738665537,0.00531154523344357,0.0240917325318839,0.00688908864482984,0.000999993376881836,0.0556025480820392
Siheung,0.000294785697490862,0.025681646913422,0.00117965198202441,0.00739187237777461,0.0193422774087595,0.000806129113329224,0.00609935954909169,0.00265838422828324,0.00466035410739574,0.00550273633566745,0.0107738103598525,0.00815771653023933,0.0062336316128726,0.0250720976140024,0.000728207753530885,0.000125335726399722,5.95142066295296e-06,0.0152491226594993,0.00142266067979779,1.1189861522265e-05,0.009813110140799,0.00088177333775441,0.000357919648612981,NaN,0.0382142814298532,0.000729032093823356,0.00544467642565838,0.000418842301930233,0.0143360479122685,0.00115004126015528
Suwon,0.000255676058458443,0.0149326332098529,0.0205408694704776,0.00107750899276526,0.00345662251293399,0.00410451901999487,0.0111462586619635,0.00521101032134563,0.0237030894453258,3.97306081596493e-05,0.0156870242333491,0.000114478533893347,0.0118269585260724,0.00114457821712488,0.00455567250996713,0.00540418931613207,0.0241697888461678,0.0113351709018485,0.00101036663971588,0.000382224302384326,3.53604798055684e-05,0.000251114088126947,1.40664197381124e-05,2.90199459207496e-05,NaN,0.0133946833075358,5.34561832257197e-05,0.00339860271989956,0.00793875944807354,0.0379040850769117
Uijeongbu,0.0141252426939498,0.0129210301116198,0.000144163246171392,0.000937333934506235,0.00558740458446128,0.000202443024604815,9.59164602458706e-05,0.000125274572691403,0.0039041299971041,1.4934321423965e-07,0.000493900500892153,2.30287015123842e-05,0.00049417482597125,0.0213414860379362,0.00283074939412309,0.00335089956460122,0.0855881683720954,0.000899068129783132,0.0014610283865748,0.000464808431664299,0.000425708525779278,0.0152603104655298,0.0120445337469497,3.56669321486258e-05,0.00153297641971806,NaN,0.0157396474053475,0.000215541480341752,0.00199593975079582,0.00477067487378857
Uiwang,0.00264392048457207,0.000181014558263026,0.00154149859469266,0.000134349310247917,0.00111229385743838,0.00115934821733088,0.000264234253579687,0.000817955914514723,0.0345228390358936,0.00364231029362561,0.000915985295427912,0.0204623721221266,0.00326852697375779,0.00512234513690046,0.000513577430641732,0.0164999373969406,0.0116646474912603,2.843577894307e-05,0.00354203735314362,4.58665111477963e-05,0.000131567903169927,0.00253476780361295,0.00147820705625046,0.00291740739754376,0.0252419690062586,0.00232002486935023,NaN,0.00885390007955866,0.00708385451891003,0.000120798964352797
Yangju,0.00190705362667298,1.41606769465952e-06,0.00872638646978818,0.000872724681577619,0.0012380674216208,0.00396519022956365,0.0316301111289272,2.08167581434715e-05,0.00686112277365192,0.000458414709828325,0.00975751210058884,0.00043002265982639,0.00323177699636279,4.36718103968836e-05,0.000393503603763889,0.000739389651872813,0.0159717118112246,1.86850431913577e-05,0.00496472579824614,0.00198044479234039,0.000123801452231342,7.77387706607513e-05,0.000389513152524223,0.00115030312188291,0.00437143825668573,0.000244461215968883,0.0106365469210361,NaN,0.00111463974243575,7.24305588839513e-07
Yeoju,0.000385966763581713,0.00114644553106569,0.00102009307035722,0.000618141941262529,0.0139782015390693,0.000191222069761743,3.46960049650846e-05,0.00927512663882712,0.0114178350109904,0.0354490769302647,0.0014872869768725,0.0114706879674151,0.00181041463731657,0.00689409958423148,0.0132255677248081,0.000672256993270892,0.000205961111537478,0.015843059288299,0.00141482405580429,0.0116552376953807,0.00356286593307997,0.00211135357480186,0.00347459072908562,0.000242852193672816,0.0103254166277633,0.000220087159005233,0.000245463765668807,0.00849389352868157,NaN,0.00193948334791694
Yongin,0.000624018620010158,0.00779113191949721,0.0348238285725846,0.00282557425658592,0.00704678096847822,0.00419043728908175,0.00067027871371339,0.000165400754270628,0.00925324958517759,0.0213597111611739,0.0297434986323637,0.0134263690306384,0.00122409926197165,0.000359293601865929,0.00237072366353974,0.0067967407021996,0.0115007578526001,0.00234399641040151,0.00732248578489703,0.00861250180445294,0.000606240934811986,0.000250799723452655,0.00161701209690035,0.00765247049301987,0.0679923402111919,0.0142446469387325,0.000275041194884196,0.00770249595291528,0.00212970899039355,NaN
