Row,Ansan,Anseong,Anyang,Bucheon,Dongducheon,Gimpo,Goyang,Gunpo,Guri,Gwacheon,Gwangju,Gwangmyeong,Hanam,Hwaseong,Icheon,Incheon,Namyangju,Osan,Paju,Pocheon,Pyeongtaek,Seongnam,Seoul,Siheung,Suwon,Uijeongbu,Uiwang,Yangju,Yeoju,Yongin
Gwangju,0.00153986976422993,1.54161738668002e-05,0.000385141719886684,0.000245642171294191,0.00772435903359603,0.00193615178827788,0.00432243197609017,0.000908912026175157,0.00410192273708554,0.00109143611021023,NaN,0.000288749117029696,3.89317825912894e-05,0.000764699570548033,0.00165816979256506,0.0039732374583088,0.00956117344120777,0.000951593097873071,1.94639789135032e-05,0.00502267749254703,0.0155053836305039,0.00241937429295191,0.00215713219804403,0.00450034771073993,7.29176497825668e-05,0.00383785965471584,0.00123248726338065,0.0153671374147004,0.000720542535870949,0.000623697337782447
Gwangmyeong,0.00208564718933801,0.00710941380262908,0.00370271016858714,0.000285001613752334,0.000227521171594081,0.000159420920190501,0.0122421390928646,0.00118135908101502,0.00174976118289227,0.000961461027878974,0.0120765827495295,NaN,0.0429468572190357,4.54363703106253e-07,0.00222850652742079,0.00044051261716449,0.000216659576295353,0.000592896652686026,0.00231192732711571,0.000420540710793338,0.000789872782006817,0.000945113178234758,0.00930111340823458,0.0060434747232454,0.00721305571837516,0.00158594448158222,0.0019136748784665,0.00539059486909665,8.92519599147157e-05,0.000161803898397928
Hanam,2.50323582198231e-05,0.000708270075568285,0.000310107044836361,0.0121550136190596,0.00118254431277576,0.00666903912342653,0.000602622238920825,0.000674500150950053,0.000304562997569313,0.0151852744868748,0.00227657754019428,0.00944834795448668,NaN,0.00301362227087987,0.00136487864439139,0.00215027408822732,0.00244795895060457,0.00216275405849298,0.00320630669157751,0.00535987574118879,7.71835514423724e-05,0.000220515272677302,0.00248708205156078,2.15929852300789e-05,0.00650331939529925,0.00263906040392037,0.00242267907924543,8.5746989181068e-05,0.000153201846518236,0.00293453196132409
Hwaseong,0.0232163877072518,0.000291807664272392,0.00222373069403492,0.0087277342490959,0.00201764972838836,0.00158453410925419,0.0118361705528192,0.00758086703404981,0.000120838750301111,0.000395080476424781,0.00216694731618317,0.000903749114696373,0.00676595781931044,NaN,0.000638422884626122,0.000408427369095632,4.87551304677591e-05,0.0116441244217829,0.000534933049749275,0.000253412812331044,0.0273635064890456,0.000221718053864395,0.00102172845525894,0.00229135798531233,0.127954320198723,9.29803345939284e-06,0.0105520745547034,0.00308793573574295,0.00124772234087756,0.00095742600702442
Icheon,1.66665348613204e-05,0.0166898897959422,8.39064058633099e-06,2.68965710381597e-05,6.78379275678154e-05,0.00277606859717316,0.00491195682270007,0.00495814723329291,0.0165358899889223,0.00268191262390682,0.0196760899878905,0.000524118999990719,0.000409239489427948,8.00826394971033e-05,NaN,0.003192670199204,0.0015260469646825,3.41121327740446e-05,6.86709922792517e-06,0.00258491223392054,0.00391363594971605,3.18563554233542e-05,0.00157481566359663,0.00315378754817752,3.10699326948605e-05,0.00350244628895569,0.00030900462188943,0.000231618745158979,0.00114491219422486,1.46165976622203e-05
Incheon,0.00337015140858288,0.00799532149752569,0.00326283748799483,0.00519591804138475,2.30343529157295e-05,0.0054973245515586,0.0015565783355731,0.00886714590343507,0.000143223310921314,0.00350318479283374,0.00277577917336469,0.00471214668897568,0.00135945992484743,0.00376135780870168,0.00368258061778226,NaN,0.0017429028918623,0.0100119180895932,0.00147861490733225,0.000877988780660921,5.91057699672604e-06,0.000344289478526161,0.000191181251219419,0.0291484048589172,0.0317134354814352,0.000297313914359165,0.00142411912707674,0.0111508464894929,0.00748220777331277,0.00280751240177057
Namyangju,0.00093351231310157,0.000157084644718086,0.00300125869601775,5.05505679759821e-05,0.000144190696236279,0.00289898784580211,0.00423416670195165,0.00980469789970373,0.00177561984169561,2.27376880825858e-05,0.0325362618591978,0.00499949070456474,0.00189614635353852,0.00212872414188281,0.012017874216339,0.00393816183209728,NaN,0.00786187652324788,0.0356819674848277,0.000687573323477686,0.0015052284733148,0.0001509268378177,0.00692864994763731,5.40814330802775e-05,0.000397122055055821,0.00086540326124851,0.00722959360751263,0.0380511199000639,0.00051146700539384,0.00470532850985039
Osan,0.014878609468155,0.0030432081190801,0.000526486682950411,0.00338103258107614,7.65432252016751e-05,0.00262467837895342,0.00106896734086215,0.0424145975367183,0.00195422882425222,2.05239551775982e-06,0.0120536180687774,0.00748025609884095,1.53555987898457e-05,0.021903805746244,0.00193598279619711,0.00527418263825785,0.000869241702672552,NaN,0.00185811042436135,0.00526818925410999,0.0448145446083794,0.000438236165508643,0.00721272088922409,0.00251820234058542,0.0123326362052345,0.00452569981999851,8.63679899727465e-05,0.000693492769129556,0.000163665698837301,0.000667099286807193
Paju,7.70472349629348e-05,2.18580930937406e-05,0.00102656618246577,0.0018127203042364,0.0145095769196473,0.0786461510240417,0.0162887783789223,1.30968974998424e-07,0.00281015730570178,0.00193402218368099,0.00744374231454836,0.00156945202213321,0.000998402684667887,0.000447865450891483,0.00487534105877296,0.00303421147401628,0.000332245018145993,0.00391840909671592,NaN,0.00615228525406564,1.02970159603366e-05,0.00403602723820229,0.00211505693438396,0.000264865502238365,0.00613304353084687,0.00286703316898707,0.00616961649310022,0.0139020611002596,0.00198432080219924,0.00282810748695739
Pocheon,0.0124178402184691,0.00600659195667141,4.98373144455222e-05,0.00245777930248936,0.0113888777767577,0.000889361068885375,0.0039775004532463,0.000496282917559876,0.00142143008351892,0.000785226567506125,0.00028312074079162,0.0158052659722354,0.00165654577391994,0.00614401543038334,0.0162983017083971,2.72471364270999e-06,0.000537315184431897,0.000431960488715966,0.0173189942659939,NaN,0.0166410301801354,1.46559528735324e-06,0.0153533327146604,0.0197130997531889,3.83036495563704e-05,0.00994998494361554,8.41174467258732e-05,0.0012583950517191,0.000443977190161648,0.00769208536651345
Pyeongtaek,0.00747442557206757,0.0105275263953468,0.00106349451850063,0.00155276972601182,0.00129543555533185,0.00468335258413077,0.00352938896852573,0.00100081179357314,0.00194703940269014,0.0105663393351549,0.00807068953424994,0.00131404702510851,0.000871634816177025,0.00175016176196663,0.00213585557406715,0.0028005444649668,0.000131768633294005,0.00099976518762368,0.00176542184288619,0.000196972274577156,NaN,6.35085063227514e-05,0.000509483978405445,0.00123520497504437,0.000408191758243248,5.17042082035513e-05,0.00151393040587,0.00451690551463679,0.00518364731257503,0.00030074870697816
Seongnam,0.00284626487168249,0.00150463817652402,0.00107408285419641,0.000224959235795019,0.000377813759009582,0.000393066450827817,0.0155012831290091,0.00416694106544679,0.0113165625989866,0.00907051754517973,0.00136238599331673,0.0107206835267806,0.00928653600600993,6.03267810572738e-06,0.0109278192618973,0.00893950715703329,0.000830289873925638,0.000269479469126255,0.0151920011854871,0.000807995386584492,0.000303204292734449,NaN,0.0141404795282907,2.39937688695235e-05,0.00232987151683339,0.000304788200145012,0.000272653053754013,0.00574452822757232,0.000111532935177072,0.000912346901390748
Seoul,0.0102826186581466,0.00010574089852522,0.000578265577220627,0.00170177997328258,0.003001216727756,0.00315850977126741,0.000696451185207447,0.000702068340594941,0.00264092565400764,0.00400713783993956,0.00310570736718851,0.00683625798222121,0.00155520233447515,0.000278725304057037,0.00188858081182719,4.89467837034852e-05,0.00267454944983969,0.0078818250007866,0.00030534681107186,0.00330173635016928,2.83618631868876e-06,0.00352130924698857,NaN,0.00320879070728886,0.0145491360148982,0.00759771258039255,0.00360666662413278,0.00817030661868623,0.000494190360496471,0.0306502148321774
Siheung,0.00230736942860199,0.00290452118126527,0.000112983674707579,0.000871372702837991,0.00138597583200006,0.0050474526951052,0.000163681865126275,0.0142282608985265,0.00286798284378253,0.00981048637114679,0.00285804353078811,0.00587343578838428,0.000158735912938024,1.16354539336783e-08,8.45695046809425e-05,0.000398055721821056,0.0021346184434341,0.000760550557824757,0.000256228903217526,0.0111568968480213,0.00620688202826525,0.00209689080236064,0.000354013154721944,NaN,0.0188441365248222,0.0281477928079861,0.0145477976235613,0.020004057104082,0.00692909652732121,0.00184138162408765
Suwon,0.000315987847788302,0.000430868607980361,0.00454281645220656,0.000463864918032186,0.000322655665053073,0.00273743316851083,0.00382531608807146,0.00159844731077796,0.00841942573103038,2.78740669892308e-05,0.00222875777167086,9.91888580652578e-05,0.000817418843775286,0.000948911975630518,0.000606376153046373,0.000124249779937857,0.00282111993109924,4.93833430854629e-05,0.000349068474564618,0.00050661114539241,0.000387115995592602,0.00132572708707923,0.00196209046821316,6.24870402354816e-06,NaN,0.000577897321232923,0.000697740887525722,0.0001853274972341,0.00252153689710366,0.0210482660318934
Uijeongbu,6.95279774891588e-05,0.00147473335667714,0.00574500994505378,0.0043261369168679,0.00664050747145151,0.00548616992335482,0.000245476993586902,0.00497843015775734,0.00420793869586999,0.0048586012698415,0.00154086397179887,0.00205548019361235,0.000191139791748007,0.0144421858773338,0.00401859712748154,0.00181524160639102,0.0540147199048393,0.000298944870524842,0.0154401826112163,0.00940004003680883,0.000415813704190526,0.00929313782378793,0.00617777695346966,0.00540365028517087,8.26525316992566e-05,NaN,0.000976252499288677,0.00357378614622172,0.00102098145430984,0.000227028581454292
Uiwang,0.00065937377831915,0.000217855770024755,1.35666524117006e-05,4.54164830872017e-05,0.00131074094699524,4.94493275220442e-05,0.00150939628819957,0.00491066408498031,0.0220403398073321,0.00239062379484323,0.000125964239594989,0.0028925125263588,0.00259985778012384,0.000567178901489163,0.000333851042936262,0.0131517679253397,0.00403721182170047,6.90848186368775e-06,0.0117003926234656,0.00042687185714918,0.00126998323018945,7.27380360074914e-05,0.000104477691666549,0.0111089967758558,0.00680953201019019,0.00622485151673557,NaN,0.00650674197048473,0.00687539031372864,0.00507122815134609
Yangju,0.0128514558257879,0.000140232172275434,0.00683717418554086,6.20312636123721e-05,0.00323868633289925,0.00989287934072824,0.0187620469560728,0.00147785604392925,0.00590263714907224,0.00327068963197341,0.00276416706746274,0.00121493289326935,0.00177996495798927,0.000186618355388912,0.000315833264624255,4.39505164719911e-05,0.0323496572110151,0.000179053709467691,0.000981862482286155,0.00137672318480431,7.62851182933844e-06,0.000153855537192049,4.46066924773003e-05,0.00372750563670632,0.00490052349408709,0.00179106090931591,0.00160650397217177,NaN,0.00362252097188098,5.33052432993841e-06
Yeoju,0.000807111927135562,0.00500081130084906,4.79064584828492e-05,0.00103297177429651,0.00127111571348415,1.42097382402895e-05,6.10430259251338e-06,0.00232438704186766,0.0122750051590093,0.00592082991488452,0.000962165335578469,5.66735486533521e-05,0.000294608178270206,0.00353619845976572,0.0176904288438263,2.63460052352116e-06,1.19404540852575e-05,3.67665876557233e-05,0.00484729865015998,0.000668620372294981,0.000691323491433415,0.00111565265375813,0.0102450273307645,0.000804623534566895,0.0129030785167809,0.0229264677392735,0.00225754838811421,0.00755727381404891,NaN,0.00112827117990966
Yongin,0.000895635853342736,0.00381010700157658,0.0135348225118266,0.0035130111201529,0.00627739135450645,0.00822911502737078,0.00462794702067226,3.64235170178251e-05,0.000822364801748465,0.0254065376558241,0.0198594170696715,0.00937126869862825,9.43235010129051e-05,0.00349950347096462,0.000901360038751742,0.00862679831999946,0.00868106936169122,0.000267548433188214,0.00691781427509897,0.00276400875525873,0.00180099500835817,0.00969328041575634,0.00427152261424535,0.00445577878365921,0.0681854459144897,0.00201921620046375,0.00948845499692519,0.00688487077828626,8.23221893568871e-05,NaN
