Source,Target,Weight
13,6,0.0049053832977765
13,19,5.67822909403048e-06
13,17,0.000335658950151
13,18,0.0099759789255013
13,29,0.0009129703693808
13,23,0.0032464752781713
13,11,9.05904785160061e-05
13,5,0.0045292701231254
13,8,2.19199303490569e-05
13,30,0.0006020162837412
13,16,0.0036355133001269
13,15,0.0070825694404455
13,9,0.000995546769916
13,3,0.0031028403251376
13,22,0.0011733393980026
13,27,0.0055472722143523
13,1,0.0003181630114426
13,14,0.0075264997158388
13,28,0.0272862692944358
13,26,0.0061316783301705
13,12,4.85053667809154e-06
13,4,0.0250278130619339
13,2,1.95985652418074e-06
13,10,0.004520437287022
17,20,0.0003143828359615
17,7,0.0188297275288374
17,25,5.48621616882627e-05
17,24,0.023548331135224
17,21,0.0008561959602158
17,6,0.0012763080687889
17,19,0.0034744233840982
17,13,0.0235737866861516
17,18,0.0032188126767884
17,29,0.0077563624608885
17,23,0.0162231465416038
17,11,0.0049987494243541
17,5,1.9937153913574e-05
17,8,0.0068401618565108
17,30,4.24633371132188e-06
17,16,0.0086211630732595
17,15,0.0006560752642013
17,9,0.0001191696657674
17,3,0.0039909828001079
17,22,0.0004179102241703
17,27,0.00175009327201
17,1,0.0033353273274059
17,14,0.0007381421692436
17,28,0.0220528514083913
17,26,0.0131284954877469
17,12,0.0016868658414477
17,4,0.0053355096217568
17,2,0.0011591495405749
17,10,0.001652282497945
18,20,0.0006669431657719
18,7,0.0002283919391601
18,25,0.0011343788114253
18,24,0.0001168193436651
18,21,0.0015751656189699
18,6,0.0001229480109135
18,19,0.0087260797020203
18,13,0.0001686224211319
18,17,0.0014988489818428
18,29,4.74076519427769e-05
18,23,0.0068572425436901
18,11,0.0073075109949023
18,5,0.0003901483522188
18,8,0.0086842151675803
18,30,2.56651578123268e-05
18,16,9.61710450297915e-06
18,15,8.40146530318719e-05
18,9,0.0035295628587803
18,3,0.0002598194723333
18,22,3.69257440162585e-05
18,27,0.0032376379819911
18,1,0.0074813202716228
18,14,0.0012560093638871
18,28,0.0006739709982017
18,26,0.0001241193740533
18,12,0.0029785341676458
18,4,0.0033699302836467
18,2,3.0822447403267e-06
18,10,0.0087691240592704
29,20,0.0015398697642314
29,7,1.54161738681324e-05
29,25,0.000385141719887
29,24,0.0002456421712953
29,21,0.0077243590335971
29,6,0.0019361517882785
29,19,0.0043224319760906
29,13,0.0009089120261762
29,17,0.0041019227370853
29,18,0.0010914361102116
29,23,0.0002887491170309
29,11,3.89317825923996e-05
29,5,0.0007646995705474
29,8,0.0016581697925648
29,30,0.0039732374583092
29,16,0.0095611734412077
29,15,0.0009515930978736
29,9,1.94639789139472e-05
29,3,0.0050226774925477
29,22,0.0155053836305044
29,27,0.0024193742929519
29,1,0.0021571321980449
29,14,0.0045003477107403
29,28,7.29176497831219e-05
29,26,0.0038378596547161
29,12,0.0012324872633815
29,4,0.0153671374147013
29,2,0.0007205425358716
29,10,0.0006236973377831
23,20,0.0020856471893377
23,7,0.0071094138026293
23,25,0.0037027101685875
23,24,0.0002850016137525
23,21,0.0002275211715936
23,6,0.0001594209201911
23,19,0.012242139092864
23,13,0.0011813590810145
23,17,0.0017497611828929
23,18,0.0009614610278791
23,29,0.0120765827495291
23,11,0.0429468572190359
23,5,4.54363703994431e-07
23,8,0.0022285065274214
23,30,0.000440512617164
23,16,0.0002166595762957
23,15,0.0005928966526855
23,9,0.0023119273271152
23,3,0.0004205407107935
23,22,0.0007898727820077
23,27,0.0009451131782345
23,1,0.0093011134082345
23,14,0.0060434747232456
23,28,0.0072130557183758
23,26,0.0015859444815831
23,12,0.001913674878466
23,4,0.0053905948690964
23,2,8.92519599151598e-05
23,10,0.0001618038983988
11,20,2.50323582182688e-05
11,7,0.0007082700755667
11,25,0.0003101070448359
11,24,0.0121550136190596
11,21,0.0011825443127744
11,6,0.0066690391234249
11,19,0.0006026222389206
11,13,0.0006745001509482
11,17,0.0003045629975684
11,18,0.0151852744868748
11,29,0.0022765775401936
11,23,0.0094483479544855
11,5,0.0030136222708794
11,8,0.0013648786443898
11,30,0.0021502740882262
11,16,0.0024479589506043
11,15,0.0021627540584923
11,9,0.0032063066915757
11,3,0.0053598757411883
11,22,7.71835514417063e-05
11,27,0.0002205152726766
11,1,0.0024870820515605
11,14,2.15929852291907e-05
11,28,0.0065033193952981
11,26,0.0026390604039203
11,12,0.0024226790792436
11,4,8.57469891801799e-05
11,2,0.0001532018465173
11,10,0.0029345319613227
5,20,0.0232163877072527
5,7,0.0002918076642739
5,25,0.0022237306940358
5,24,0.0087277342490956
5,21,0.0020176497283888
5,6,0.0015845341092539
5,19,0.0118361705528205
5,13,0.0075808670340507
5,17,0.0001208387503019
5,18,0.0003950804764247
5,29,0.0021669473161836
5,23,0.0009037491146965
5,11,0.0067659578193115
5,8,0.0006384228846272
5,30,0.0004084273690967
5,16,4.87551304679812e-05
5,15,0.0116441244217835
5,9,0.0005349330497494
5,3,0.0002534128123308
5,22,0.0273635064890456
5,27,0.000221718053865
5,1,0.0010217284552585
5,14,0.0022913579853121
5,28,0.127954320198723
5,26,9.29803345961489e-06
5,12,0.0105520745547043
5,4,0.0030879357357438
5,2,0.001247722340878
5,10,0.0009574260070248
8,20,1.66665348597661e-05
8,7,0.0166898897959413
8,25,8.3906405858869e-06
8,24,2.68965710361613e-05
8,21,6.78379275669272e-05
8,6,0.0027760685971713
8,19,0.0049119568226991
8,13,0.0049581472332924
8,17,0.016535889988921
8,18,0.0026819126239061
8,29,0.0196760899878896
8,23,0.0005241189999889
8,11,0.0004092394894268
8,5,8.0082639495771e-05
8,30,0.0031926701992031
8,16,0.0015260469646811
8,15,3.41121327736005e-05
8,9,6.86709922703699e-06
8,3,0.0025849122339192
8,22,0.0039136359497149
8,27,3.18563554220219e-05
8,1,0.001574815663595
8,14,0.003153787548177
8,28,3.10699326941943e-05
8,26,0.0035024462889552
8,12,0.0003090046218883
8,4,0.0002316187451576
8,2,0.0011449121942241
8,10,1.46165976602219e-05
30,20,0.0033701514085819
30,7,0.0079953214975248
30,25,0.0032628374879948
30,24,0.0051959180413856
30,21,2.30343529157295e-05
30,6,0.005497324551559
30,19,0.0015565783355722
30,13,0.0088671459034355
30,17,0.0001432233109213
30,18,0.0035031847928337
30,29,0.0027757791733638
30,23,0.0047121466889752
30,11,0.0013594599248474
30,5,0.0037613578087025
30,8,0.0036825806177827
30,16,0.0017429028918627
30,15,0.0100119180895941
30,9,0.0014786149073327
30,3,0.00087798878066
30,22,5.91057699672604e-06
30,27,0.0003442894785266
30,1,0.0001911812512194
30,14,0.0291484048589172
30,28,0.0317134354814357
30,26,0.0002973139143591
30,12,0.0014241191270763
30,4,0.0111508464894925
30,2,0.0074822077733127
30,10,0.0028075124017696
16,20,0.000933512313102
16,7,0.0001570846447194
16,25,0.0030012586960186
16,24,5.05505679768703e-05
16,21,0.0001441906962362
16,6,0.0028989878458016
16,19,0.004234166701952
16,13,0.0098046978997032
16,17,0.0017756198416965
16,18,2.27376880825858e-05
16,29,0.0325362618591996
16,23,0.0049994907045647
16,11,0.0018961463535394
16,5,0.0021287241418832
16,8,0.0120178742163404
16,30,0.0039381618320977
16,15,0.0078618765232487
16,9,0.0356819674848285
16,3,0.0006875733234785
16,22,0.0015052284733148
16,27,0.0001509268378185
16,1,0.0069286499476373
16,14,5.40814330811656e-05
16,28,0.0003971220550571
16,26,0.0008654032612493
16,12,0.0072295936075139
16,4,0.0380511199000644
16,2,0.0005114670053938
16,10,0.0047053285098517
15,20,0.0148786094681554
15,7,0.0030432081190792
15,25,0.0005264866829506
15,24,0.0033810325810765
15,21,7.65432252016751e-05
15,6,0.0026246783789538
15,19,0.0010689673408617
15,13,0.0424145975367178
15,17,0.0019542288242515
15,18,2.05239551753778e-06
15,29,0.0120536180687765
15,23,0.0074802560988409
15,11,1.53555987889575e-05
15,5,0.0219038057462431
15,8,0.0019359827961977
15,30,0.0052741826382583
15,16,0.0008692417026718
15,9,0.0018581104243615
15,3,0.0052681892541102
15,22,0.0448145446083785
15,27,0.0004382361655093
15,1,0.0072127208892229
15,14,0.0025182023405854
15,28,0.0123326362052349
15,26,0.0045256998199985
15,12,8.63679899723024e-05
15,4,0.0006934927691286
15,2,0.000163665698837
15,10,0.0006670992868063
9,20,7.70472349636009e-05
9,7,2.18580930937406e-05
9,25,0.0010265661824657
9,24,0.0018127203042368
9,21,0.0145095769196466
9,6,0.0786461510240422
9,19,0.0162887783789216
9,13,1.30968974332291e-07
9,17,0.0028101573057011
9,18,0.0019340221836809
9,29,0.0074437423145479
9,23,0.0015694520221334
9,11,0.0009984026846687
9,5,0.0004478654508908
9,8,0.0048753410587725
9,30,0.0030342114740165
9,16,0.0003322450181464
9,15,0.0039184090967161
9,3,0.0061522852540658
9,22,1.02970159598925e-05
9,27,0.004036027238202
9,1,0.0021150569343841
9,14,0.0002648655022383
9,28,0.0061330435308466
9,26,0.0028670331689877
9,12,0.0061696164930999
9,4,0.0139020611002589
9,2,0.0019843208021992
9,10,0.0028281074869571
3,20,0.0124178402184683
3,7,0.0060065919566714
3,25,4.98373144441899e-05
3,24,0.0024577793024889
3,21,0.0113888777767563
3,6,0.000889361068884
3,19,0.0039775004532458
3,13,0.0004962829175596
3,17,0.0014214300835178
3,18,0.0007852265675047
3,29,0.0002831207407911
3,23,0.0158052659722347
3,11,0.001656545773919
3,5,0.0061440154303831
3,8,0.016298301708396
3,30,2.7247136422659e-06
3,16,0.000537315184431
3,15,0.000431960488715
3,9,0.0173189942659935
3,22,0.0166410301801356
3,27,1.46559528602097e-06
3,1,0.0153533327146604
3,14,0.0197130997531882
3,28,3.83036495552602e-05
3,26,0.0099499849436153
3,12,8.41174467254291e-05
3,4,0.0012583950517193
3,2,0.0004439771901605
3,10,0.0076920853665125
22,20,0.0074744255720666
22,7,0.0105275263953466
22,25,0.001063494518501
22,24,0.0015527697260111
22,21,0.0012954355553311
22,6,0.0046833525841307
22,19,0.0035293889685252
22,13,0.0010008117935722
22,17,0.0019470394026903
22,18,0.0105663393351545
22,29,0.0080706895342501
22,23,0.001314047025108
22,11,0.0008716348161765
22,5,0.0017501617619668
22,8,0.0021358555740675
22,30,0.0028005444649661
22,16,0.0001317686332935
22,15,0.0009997651876236
22,9,0.0017654218428866
22,3,0.000196972274578
22,27,6.35085063223073e-05
22,1,0.000509483978405
22,14,0.0012352049750443
22,28,0.0004081917582432
22,26,5.17042082037733e-05
22,12,0.0015139304058706
22,4,0.0045169055146363
22,2,0.0051836473125739
22,10,0.0003007487069783
27,20,0.0028462648716836
27,7,0.0015046381765255
27,25,0.0010740828541973
27,24,0.0002249592357959
27,21,0.0003778137590106
27,6,0.0003930664508295
27,19,0.0155012831290104
27,13,0.0041669410654474
27,17,0.0113165625989868
27,18,0.0090705175451812
27,29,0.0013623859933176
27,23,0.010720683526781
27,11,0.0092865360060105
27,5,6.03267810639352e-06
27,8,0.010927819261898
27,30,0.0089395071570344
27,16,0.0008302898739263
27,15,0.0002694794691269
27,9,0.015192001185488
27,3,0.0008079953865856
27,22,0.0003032042927344
27,1,0.014140479528292
27,14,2.39937688704117e-05
27,28,0.0023298715168333
27,26,0.000304788200145
27,12,0.000272653053754
27,4,0.0057445282275736
27,2,0.0001115329351772
27,10,0.0009123469013907
1,20,0.0102826186581453
1,7,0.0001057408985225
1,25,0.0005782655772179
1,24,0.0017017799732812
1,21,0.0030012167277533
1,6,0.0031585097712643
1,19,0.0006964511852061
1,13,0.000702068340594
1,17,0.0026409256540063
1,18,0.0040071378399382
1,29,0.0031057073671867
1,23,0.0068362579822185
1,11,0.0015552023344724
1,5,0.0002787253040565
1,8,0.0018885808118263
1,30,4.89467837034852e-05
1,16,0.0026745494498392
1,15,0.0078818250007834
1,9,0.0003053468110714
1,3,0.003301736350167
1,22,2.83618631868876e-06
1,27,0.0035213092469881
1,14,0.003208790707287
1,28,0.0145491360148959
1,26,0.0075977125803916
1,12,0.0036066666241296
1,4,0.008170306618684
1,2,0.0004941903604951
1,10,0.0306502148321748
14,20,0.0023073694286015
14,7,0.0029045211812661
14,25,0.0001129836747075
14,24,0.0008713727028375
14,21,0.0013859758320009
14,6,0.0050474526951056
14,19,0.0001636818651267
14,13,0.0142282608985269
14,17,0.0028679828437816
14,18,0.0098104863711476
14,29,0.0028580435307876
14,23,0.0058734357883842
14,11,0.0001587359129384
14,5,1.16354534895891e-08
14,8,8.45695046809425e-05
14,30,0.0003980557218206
14,16,0.0021346184434349
14,15,0.0007605505578247
14,9,0.0002562289032184
14,3,0.0111568968480213
14,22,0.0062068820282661
14,27,0.0020968908023615
14,1,0.0003540131547215
14,28,0.0188441365248231
14,26,0.028147792807987
14,12,0.0145477976235622
14,4,0.0200040571040816
14,2,0.0069290965273225
14,10,0.0018413816240876
28,20,0.000315987847788
28,7,0.0004308686079799
28,25,0.0045428164522061
28,24,0.0004638649180321
28,21,0.0003226556650517
28,6,0.0027374331685106
28,19,0.0038253160880703
28,13,0.0015984473107764
28,17,0.0084194257310308
28,18,2.78740669887867e-05
28,29,0.0022287577716699
28,23,9.91888580639255e-05
28,11,0.0008174188437752
28,5,0.0009489119756302
28,8,0.0006063761530459
28,30,0.0001242497799367
28,16,0.0028211199310987
28,15,4.93833430841306e-05
28,9,0.0003490684745646
28,3,0.0005066111453917
28,22,0.0003871159955917
28,27,0.0013257270870781
28,1,0.0019620904682131
28,14,6.24870402354816e-06
28,26,0.0005778973212322
28,12,0.0006977408875243
28,4,0.0001853274972329
28,2,0.0025215368971025
28,10,0.021048266031892
26,20,6.95279774909352e-05
26,7,0.0014747333566784
26,25,0.0057450099450537
26,24,0.0043261369168696
26,21,0.0066405074714523
26,6,0.0054861699233566
26,19,0.0002454769935873
26,13,0.0049784301577577
26,17,0.0042079386958704
26,18,0.0048586012698415
26,29,0.0015408639717993
26,23,0.0020554801936132
26,11,0.0001911397917488
26,5,0.0144421858773338
26,8,0.0040185971274819
26,30,0.0018152416063923
26,16,0.0540147199048402
26,15,0.0002989448705257
26,9,0.0154401826112167
26,3,0.0094000400368088
26,22,0.0004158137041905
26,27,0.0092931378237892
26,1,0.0061777769534714
26,14,0.0054036502851708
26,28,8.26525317005888e-05
26,12,0.0009762524992886
26,4,0.003573786146223
26,2,0.0010209814543102
26,10,0.0002270285814542
12,20,0.0006593737783191
12,7,0.0002178557700247
12,25,1.35666524112565e-05
12,24,4.54164830863135e-05
12,21,0.0013107409469945
12,6,4.94493275216001e-05
12,19,0.0015093962881991
12,13,0.0049106640849796
12,17,0.022040339807333
12,18,0.0023906237948434
12,29,0.0001259642395954
12,23,0.0028925125263583
12,11,0.0025998577801242
12,5,0.0005671789014893
12,8,0.0003338510429351
12,30,0.0131517679253399
12,16,0.0040372118217
12,15,6.90848186302162e-06
12,9,0.0117003926234656
12,3,0.0004268718571491
12,22,0.0012699832301894
12,27,7.27380360068253e-05
12,1,0.0001044776916661
12,14,0.0111089967758566
12,28,0.006809532010191
12,26,0.0062248515167358
12,4,0.0065067419704849
12,2,0.0068753903137288
12,10,0.0050712281513458
4,20,0.0128514558257891
4,7,0.0001402321722761
4,25,0.0068371741855415
4,24,6.20312636137044e-05
4,21,0.0032386863328994
4,6,0.0098928793407289
4,19,0.0187620469560734
4,13,0.0014778560439303
4,17,0.0059026371490738
4,18,0.0032706896319734
4,29,0.0027641670674629
4,23,0.0012149328932693
4,11,0.0017799649579899
4,5,0.0001866183553893
4,8,0.0003158332646258
4,30,4.39505164724352e-05
4,16,0.0323496572110162
4,15,0.0001790537094681
4,9,0.0009818624822859
4,3,0.0013767231848049
4,22,7.62851182933844e-06
4,27,0.0001538555371922
4,1,4.46066924784105e-05
4,14,0.0037275056367072
4,28,0.0049005234940882
4,26,0.0017910609093174
4,12,0.0016065039721731
4,2,0.0036225209718807
4,10,5.33052433127068e-06
2,20,0.000807111927136
2,7,0.0050008113008495
2,25,4.79064584837374e-05
2,24,0.0010329717742969
2,21,0.0012711157134859
2,6,1.42097382411777e-05
2,19,6.10430259229133e-06
2,13,0.0023243870418685
2,17,0.0122750051590099
2,18,0.0059208299148849
2,29,0.0009621653355793
2,23,5.66735486540182e-05
2,11,0.0002946081782706
2,5,0.0035361984597663
2,8,0.017690428843828
2,30,2.63460052352116e-06
2,16,1.19404540850354e-05
2,15,3.67665876570555e-05
2,9,0.0048472986501604
2,3,0.0006686203722949
2,22,0.0006913234914343
2,27,0.001115652653759
2,1,0.0102450273307646
2,14,0.0008046235345684
2,28,0.0129030785167821
2,26,0.0229264677392749
2,12,0.0022575483881155
2,4,0.007557273814049
2,10,0.0011282711799101
10,20,0.0008956358533431
10,7,0.003810107001577
10,25,0.0135348225118275
10,24,0.0035130111201535
10,21,0.0062773913545068
10,6,0.0082291150273707
10,19,0.0046279470206727
10,13,3.64235170184912e-05
10,17,0.0008223648017491
10,18,0.0254065376558241
10,29,0.0198594170696715
10,23,0.0093712686986293
10,11,9.43235010133492e-05
10,5,0.0034995034709641
10,8,0.0009013600387532
10,30,0.0086267983199999
10,16,0.0086810693616925
10,15,0.0002675484331895
10,9,0.0069178142751003
10,3,0.0027640087552587
10,22,0.0018009950083577
10,27,0.0096932804157567
10,1,0.0042715226142462
10,14,0.0044557787836598
10,28,0.0681854459144908
10,26,0.0020192162004644
10,12,0.0094884549969265
10,4,0.0068848707782862
10,2,8.23221893568871e-05
